web-scraper-order,web-scraper-start-url,article_link,article_link-href,détailes,Numbers_bed,numbers_SB,Superficies,adresse,Prix,image_link
"1732657772-912","https://www.expat-dakar.com/appartements-a-louer?page=32","Ref_2720_PL Appartement à louer aux Mamelles
                                3 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        mercredi, 15:46
                                    
                    1 200 000 F Cfa
                        
                        781385959
                    
                        776313024","https://www.expat-dakar.com/annonce/ref-2720-pl-appartement-a-louer-aux-mamelles-6209897","Ref_2720_PL Appartement à louer aux Mamelles","3","3","","Mamelles
            
                Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cab10b84a24c12b132bdc84e28a1f3e6/-/horizon-files-prod/ed/picture/q44nmn64/91405f7d95bea0d707c4fc068f624e779cc11adc.jpg"
"1732657779-913","https://www.expat-dakar.com/appartements-a-louer?page=32","Deux chambres à louer par mois
                                2 chambre
                                                                                    Almadies 2,
                                                                                Dakar
                                    
                                        mercredi, 16:11
                                    
                    230 000 F Cfa
                        
                        772506673
                    
                        767277483
                    
                        772506673","https://www.expat-dakar.com/annonce/deux-chambres-a-louer-par-mois-6210323","Deux chambres à louer par mois","2","","","Almadies 2
            
                Dakar","230 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9274cd33f4a482fd074da8025c52e064/-/horizon-files-prod/ed/picture/q78wmjjg/7ffce5c0e9ff76e2394fe7448758c6b5b41dc522.jpg"
"1732657784-914","https://www.expat-dakar.com/appartements-a-louer?page=32","Appartement  F4 meublé aux Mamelles cité Touba Renaissance
                                3 chambre209 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        mercredi, 16:43
                                    
                    45 000 F Cfa
                        
                        776173340","https://www.expat-dakar.com/annonce/appartement-f4-meuble-aux-mamelles-cite-touba-renaissance-6183260","Appartement  F4 meublé aux Mamelles cité Touba Renaissance","3","4","209 m²","Mamelles
            
                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6906d02b8cbd20210505f44adf8a6012/-/horizon-files-prod/ed/picture/qpdmj9n0/b62ff26cd8d054e0785b78759588a5706c219a38.jpg"
"1732657790-915","https://www.expat-dakar.com/appartements-a-louer?page=32","Appartement à louer
                                2 chambre
                                                                                    Mbao,
                                                                                Dakar
                                    
                                        mercredi, 01:41
                                    
                    160 000 F Cfa
                        
                        771814411
                    
                        771814411
                    
                        338255100","https://www.expat-dakar.com/annonce/appartement-a-louer-6208461","Appartement à louer","2","1","","Mbao
            
                Dakar","160 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1eb81bdf96b2dbbf4af9e454f503efe3/-/horizon-files-prod/ed/picture/q2j0djw6/f8a56addab350f03891ee293a82d615978c15113.jpg"
"1732657800-916","https://www.expat-dakar.com/appartements-a-louer?page=31","appartement de type F4 à Mermoz à louer
                                3 chambre
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        mercredi, 16:57
                                    
                    600 000 F Cfa
                        
                        766201515
                    
                        786331528","https://www.expat-dakar.com/annonce/appartement-de-type-f4-a-mermoz-a-louer-6206431","appartement de type F4 à Mermoz à louer","3","2","","Mermoz
            
                Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c50b1f687705153dfd47780f2ab520dc/-/horizon-files-prod/ed/picture/q44n7znm/60e25945245cc797ab423e527de7b69be0d71702.jpg"
"1732657806-917","https://www.expat-dakar.com/appartements-a-louer?page=31","PENHOUSE AVEC PISCINE PRIVÉE
                                3 chambre350 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        mercredi, 17:05
                                    
                    2 500 000 F Cfa
                        
                        779124343","https://www.expat-dakar.com/annonce/penhouse-avec-piscine-privee-6100362","PENHOUSE AVEC PISCINE PRIVÉE","3","5","350 m²","Almadies
            
                Dakar","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/64c7004de54863ef534a781d16e05962/-/horizon-files-prod/ed/picture/qde7r5e7/15e07f36f60d3da80e1d918913414de3d5837f86.jpg"
"1732657811-918","https://www.expat-dakar.com/appartements-a-louer?page=31","Appartement f3 neuf à louer à liberté 2
                                2 chambre85 m²
                                                                                    Liberte 2,
                                                                                Dakar
                                    
                                        mercredi, 17:10
                                    
                    650 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/appartement-f3-neuf-a-louer-a-liberte-2-6197440","Appartement f3 neuf à louer à liberté 2","2","2","85 m²","Liberte 2
            
                Dakar","650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/956b862c99301d2dd162be72cdb476d2/-/horizon-files-prod/ed/picture/qde74rz8/77a76cd8b36dac478a9381491be93d6702ba5407.jpg"
"1732657818-919","https://www.expat-dakar.com/appartements-a-louer?page=31","Appartement moderne grand standing accessible
                                3 chambre199 m²
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        samedi, 10:15
                                    
                    549 999 F Cfa
                        
                        784621889
                    
                        784621889","https://www.expat-dakar.com/annonce/appartement-moderne-grand-standing-accessible-6197739","Appartement moderne grand standing accessible","3","3","199 m²","Ngor
            
                Dakar","549 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/57f3c2084fcd0b9855cec3196304ea39/-/horizon-files-prod/ed/picture/q2j05jkg/fb50131923bd102beba6c6e00e756691ad1eac93.jpg"
"1732657823-920","https://www.expat-dakar.com/appartements-a-louer?page=31","APPARTEMENT A LOUER aux Mariste
                                2 chambre1 m²
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        jeudi, 08:26
                                    
                    1 F Cfa
                        
                        774336219","https://www.expat-dakar.com/annonce/appartement-a-louer-aux-mariste-6210377","APPARTEMENT A LOUER aux Mariste","2","2","1 m²","Hann maristes
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/63ea5da1780c9964aa07858b2ea0a43b/-/horizon-files-prod/ed/picture/qxjpz8w0/542bc7fa448bc7f18aaef8701a83c4bc8acba3bd.jpg"
"1732657830-921","https://www.expat-dakar.com/appartements-a-louer?page=31","APPARTEMENT À LOUER MERMOZ
                                3 chambre
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        jeudi, 08:42
                                    
                    650 000 F Cfa
                        
                        773752863
                    
                        771059344","https://www.expat-dakar.com/annonce/appartement-a-louer-mermoz-6210742","APPARTEMENT À LOUER MERMOZ","3","3","","Mermoz
            
                Dakar","650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d1a73c12a6583c3b509f894f20569a38/-/horizon-files-prod/ed/picture/qenv7952/d666329ca1a1b703a54a94c2f5a37797315b190b.jpg"
"1732657835-922","https://www.expat-dakar.com/appartements-a-louer?page=31","Apartement 2 chambres à louer à fan résidence
                                2 chambre170 m²
                                                                                    Fann,
                                                                                Dakar
                                    
                                        samedi, 18:30
                                    
                    1 300 000 F Cfa
                        
                        773121354","https://www.expat-dakar.com/annonce/apartement-2-chambres-a-louer-a-fan-residence-6210833","Apartement 2 chambres à louer à fan résidence","2","3","170 m²","Fann
            
                Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/460e23198649c8c297ea50dfeadc8009/-/horizon-files-prod/ed/picture/qxjpzggn/caf5760cd7fa59148b0d7e85523efe34fc176987.jpg"
"1732657841-923","https://www.expat-dakar.com/appartements-a-louer?page=31","APPARTEMENT À LOUER NGOR ALMADIES
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 10:20
                                    
                    350 000 F Cfa
                        
                        773752863
                    
                        771059344","https://www.expat-dakar.com/annonce/appartement-a-louer-ngor-almadies-6210866","APPARTEMENT À LOUER NGOR ALMADIES","3","2","","Almadies
            
                Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/412e2e23d7ef3a465cedb994ea4b5af1/-/horizon-files-prod/ed/picture/q6xdmnv6/4d8d955c9ba35cb270511f1b83860ce7e93ca05c.jpg"
"1732657847-924","https://www.expat-dakar.com/appartements-a-louer?page=31","Appartement F4 à louer à Ouakam
                                3 chambre
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        jeudi, 10:33
                                    
                    300 000 F Cfa
                        
                        778727979
                    
                        766377247
                    
                        772699661","https://www.expat-dakar.com/annonce/appartement-f4-a-louer-a-ouakam-6175734","Appartement F4 à louer à Ouakam","3","2","","Ouakam
            
                Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d3ed7ecb9cce895a0762729de4bfc01f/-/horizon-files-prod/ed/picture/qm5gv8eg/ea9a957fd254be32ab68e9953f689ba1c15a5fc0.jpg"
"1732657852-925","https://www.expat-dakar.com/appartements-a-louer?page=31","Appartement moderne à dalifort
                                2 chambre
                                                                                    Dalifort,
                                                                                Dakar
                                    
                                        Hier, 11:06
                                    
                    190 000 F Cfa
                        
                        777488842","https://www.expat-dakar.com/annonce/appartement-moderne-a-dalifort-6084904","Appartement moderne à dalifort","2","1","","Dalifort
            
                Dakar","190 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/531e5c2dfaa3478819d03d2af389241b/-/horizon-files-prod/ed/picture/q9m94w86/cfdc10ba1fd7f484b33b247f7c1710137d70fcfd.jpg"
"1732657864-926","https://www.expat-dakar.com/appartements-a-louer?page=30","Apparemment f4 neuf à louer à Sicap foire
                                3 chambre150 m²
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        jeudi, 10:45
                                    
                    500 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/apparemment-f4-neuf-a-louer-a-sicap-foire-6184274","Apparemment f4 neuf à louer à Sicap foire","3","3","150 m²","Sicap foire
            
                Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/44b3c1b3cc054275fd95c85e997fc4e4/-/horizon-files-prod/ed/picture/q8v49wg9/682d2466a23f96c912706af2296cd9266baea8f8.jpg"
"1732657870-927","https://www.expat-dakar.com/appartements-a-louer?page=30","Apparemment f4 avec vue/ sur mer à louer aux almadies
                                3 chambre204 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 12:39
                                    
                    2 000 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/apparemment-f4-avec-vue-sur-mer-a-louer-aux-almadies-6197565","Apparemment f4 avec vue/ sur mer à louer aux almadies","3","4","204 m²","Almadies
            
                Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3aa008bc656b0c54a7d1b5b5c57a8553/-/horizon-files-prod/ed/picture/qzvpe2n6/219a4c17bace0968113513f8702b035e7c53cea6.jpg"
"1732657875-928","https://www.expat-dakar.com/appartements-a-louer?page=30","Appartement F4 dans un immeuble tout neuf
                                
                                                                                    Amitié,
                                                                                Dakar
                                    
                                        vendredi, 09:54
                                    
                                            Vendeur vérifié
                                        
                    500 000 F Cfa
                        
                        782434398
                    
                        776466879","https://www.expat-dakar.com/annonce/appartement-f4-dans-un-immeuble-tout-neuf-6211073","Appartement F4 dans un immeuble tout neuf","","","","Amitié
            
                Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/da33a240cc354fcf8a1aabe8d78114fa/-/horizon-files-prod/ed/picture/qq42v9ev/89beca7dca818872fc1b973565bed53bc09ec6f1.jpg"
"1732657881-929","https://www.expat-dakar.com/appartements-a-louer?page=30","F3 tout neuf à louer à Sicap Amitié
                                2 chambre
                                                                                    Amitié,
                                                                                Dakar
                                    
                                        vendredi, 09:54
                                    
                                            Vendeur vérifié
                                        
                    400 000 F Cfa
                        
                        782434398
                    
                        776466879","https://www.expat-dakar.com/annonce/f3-tout-neuf-a-louer-a-sicap-amitie-6211087","F3 tout neuf à louer à Sicap Amitié","2","2","","Amitié
            
                Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b3f79b7bc2cea56549919a64ad7b6e6/-/horizon-files-prod/ed/picture/qzvp6zmd/76f13d0d8b3ebf2a63605fcb59f1f731ec6eb76a.jpg"
"1732657886-930","https://www.expat-dakar.com/appartements-a-louer?page=30","Appartement de Luxe avec Vue sur l’Océan
                                
                                                                                    Fann,
                                                                                Dakar
                                    
                                        jeudi, 16:35
                                    
                    2 500 000 F Cfa
                        
                        765694080","https://www.expat-dakar.com/annonce/appartement-de-luxe-avec-vue-sur-locean-6211289","Appartement de Luxe avec Vue sur l’Océan","","","","Fann
            
                Dakar","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3f9d08c1a08020d70a77090b3cb3af75/-/horizon-files-prod/ed/picture/q78wmxjx/8819c69b1c7281f7a2c2c164466883d9bddef46e.jpg"
"1732657893-931","https://www.expat-dakar.com/appartements-a-louer?page=30","Appartement 4 chambres salon proche rte King Fahd Almadies
                                4 chambre250 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 17:21
                                    
                    2 200 000 F Cfa
                        
                        773426785","https://www.expat-dakar.com/annonce/appartement-4-chambres-salon-proche-rte-king-fahd-almadies-6124165","Appartement 4 chambres salon proche rte King Fahd Almadies","4","5","250 m²","Almadies
            
                Dakar","2 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cdbef5948b2bf5c24e46695d1385ff3d/-/horizon-files-prod/ed/picture/qzvpdd8d/c33c0e629c8548630c1daafff0384227700bdff4.jpg"
"1732657899-932","https://www.expat-dakar.com/appartements-a-louer?page=30","F4 agréable aux Mamelles proche corniche
                                3 chambre170 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        jeudi, 17:22
                                    
                    1 300 000 F Cfa
                        
                        773426785","https://www.expat-dakar.com/annonce/f4-agreable-aux-mamelles-proche-corniche-6188176","F4 agréable aux Mamelles proche corniche","3","3","170 m²","Mamelles
            
                Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/03f85dd5a747530c37bb70072d2d35c5/-/horizon-files-prod/ed/picture/qrz87v5x/80a387c2aa3cbadd40c835e18263db118e556265.jpg"
"1732657910-933","https://www.expat-dakar.com/appartements-a-louer?page=30","Appartement 3 chambres salon au plateau avec une vue de rêve
                                3 chambre227 m²
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 17:22
                                    
                    3 400 000 F Cfa
                        
                        773426785","https://www.expat-dakar.com/annonce/appartement-3-chambres-salon-au-plateau-avec-une-vue-de-reve-5760881","Appartement 3 chambres salon au plateau avec une vue de rêve","3","4","227 m²","Plateau
            
                Dakar","3 400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2d9571ab8552d0df7826efb538afbe0/-/horizon-files-prod/ed/picture/qj4jdm96/2d26e8697d9430d31f1d5c420786912c61673702.jpg"
"1732657917-934","https://www.expat-dakar.com/appartements-a-louer?page=30","APPARTEMENT F5 OUAKAM
                                4 chambre
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        jeudi, 17:42
                                    
                    550 000 F Cfa
                        
                        773752863
                    
                        771059344","https://www.expat-dakar.com/annonce/appartement-f5-ouakam-6179930","APPARTEMENT F5 OUAKAM","4","3","","Ouakam
            
                Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/973dfcb2ce03fa3c4af54e80535632af/-/horizon-files-prod/ed/picture/q8v499gj/cfb425176b8d02a3d68db683afa6b7535a788bd0.jpg"
"1732657923-935","https://www.expat-dakar.com/appartements-a-louer?page=30","APPARTEMENT 300M2 NGOR- ALMADIES
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 17:46
                                    
                    621 000 F Cfa
                        
                        773752863
                    
                        771059344","https://www.expat-dakar.com/annonce/appartement-300m2-ngor-almadies-6173086","APPARTEMENT 300M2 NGOR- ALMADIES","3","4","","Almadies
            
                Dakar","621 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/123b8d79be0b410c6d3a71136f03225e/-/horizon-files-prod/ed/picture/qenvpk94/a92955dd4bd0f778d459e1f3ea9bbd3c57bd0a39.jpg"
"1732657934-936","https://www.expat-dakar.com/appartements-a-louer?page=29","3 CHAMBRES A LOUER A NGOR-ALMADIES
                                3 chambre150 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 22:54
                                    
                    600 000 F Cfa
                        
                        785393382
                    
                        775452867","https://www.expat-dakar.com/annonce/3-chambres-a-louer-a-ngor-almadies-5914333","3 CHAMBRES A LOUER A NGOR-ALMADIES","3","4","150 m²","Almadies
            
                Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0091f7349743e04881918cb39c26581f/-/horizon-files-prod/ed/picture/qxj28qmw/1f73a357a452e57ecdd1beb77dd08c66ac9364ff.jpg"
"1732657940-937","https://www.expat-dakar.com/appartements-a-louer?page=29","Bureau à sous louer
                                2 chambre15 m²
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        vendredi, 08:22
                                    
                    249 999 F Cfa
                        
                        773527506","https://www.expat-dakar.com/annonce/bureau-a-sous-louer-6211376","Bureau à sous louer","2","1","15 m²","Sicap Sacré-cœur
            
                Dakar","249 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1898bde23c5d813a07382bf6ae7ed47/-/horizon-files-prod/ed/picture/qrz8067n/6823d1fad3f56c84c4290a81fb579865b915d3c3.jpg"
"1732657945-938","https://www.expat-dakar.com/appartements-a-louer?page=29","Appartement 3 chambres + Salon
                                3 chambre180 m²
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        vendredi, 08:27
                                    
                    375 000 F Cfa
                        
                        773715603","https://www.expat-dakar.com/annonce/appartement-3-chambres-salon-6211340","Appartement 3 chambres + Salon","3","3","180 m²","Dieuppeul
            
                Dakar","375 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4de50a46f9adba1c203b33ecd426a5b/-/horizon-files-prod/ed/picture/qde76ddm/2b62c964e6532cdc43692bf0431f47f25857df56.jpg"
"1732657950-939","https://www.expat-dakar.com/appartements-a-louer?page=29","APPARTEMENT AUX MAMELLES EXTENSION
                                2 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        vendredi, 08:38
                                    
                    350 000 F Cfa
                        
                        773752863
                    
                        771059344","https://www.expat-dakar.com/annonce/appartement-aux-mamelles-extension-6211680","APPARTEMENT AUX MAMELLES EXTENSION","2","2","","Mamelles
            
                Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e777314d221909ac83746aafb28cfa2b/-/horizon-files-prod/ed/picture/qkr8qxr5/8697d33e14c621ef30ce4599d8c41187ca80131f.jpg"
"1732657956-940","https://www.expat-dakar.com/appartements-a-louer?page=29","Appartement F4 haut standing à louer au plateau
                                3 chambre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 09:37
                                    
                    1 200 000 F Cfa
                        
                        705657870
                    
                        705657870","https://www.expat-dakar.com/annonce/appartement-f4-haut-standing-a-louer-au-plateau-5603922","Appartement F4 haut standing à louer au plateau","3","4","","Plateau
            
                Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2964f63097ec8d1306d99f05db8153d6/-/horizon-files-prod/ed/picture/q6xxgnrj/78adb580181047b67125d1e7055c1d5cc7d1aebf.jpg"
"1732657961-941","https://www.expat-dakar.com/appartements-a-louer?page=29","APPARTEMENTS A LOUER BOURGUIBA
                                3 chambre
                                                                                    Avenue Bourguiba,
                                                                                Dakar
                                    
                                        vendredi, 09:48
                                    
                    400 000 F Cfa
                        
                        773752863
                    
                        771059344","https://www.expat-dakar.com/annonce/appartements-a-louer-bourguiba-6211757","APPARTEMENTS A LOUER BOURGUIBA","3","3","","Avenue Bourguiba
            
                Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7fa74ded22e9941ec253b72377a29d6d/-/horizon-files-prod/ed/picture/qgqw0dwk/b1e710fde6bdb32e08342d6d5236656fa1a56611.jpg"
"1732657968-942","https://www.expat-dakar.com/appartements-a-louer?page=29","Appartement neuf à louer aux almadies, cote king fath palace
                                
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        vendredi, 11:02
                                    
                    2 800 000 F Cfa
                        
                        783001717","https://www.expat-dakar.com/annonce/appartement-neuf-a-louer-aux-almadies-cote-king-fath-palace-6113508","Appartement neuf à louer aux almadies, cote king fath palace","","","","Almadies
            
                Dakar","2 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2295c75946626b6b1a521d246011c4b/-/horizon-files-prod/ed/picture/q8v4z547/adb3536c85febe34cbbb26f5b003136b8dadc908.jpg"
"1732657975-943","https://www.expat-dakar.com/appartements-a-louer?page=29","F4 haut standing à louer aux almadies derrière Nirvana
                                
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        vendredi, 11:05
                                    
                    1 700 000 F Cfa
                        
                        783001717","https://www.expat-dakar.com/annonce/f4-haut-standing-a-louer-aux-almadies-derriere-nirvana-6176776","F4 haut standing à louer aux almadies derrière Nirvana","","","","Almadies
            
                Dakar","1 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/54b8e657390f470d98d4b8dab8ef1441/-/horizon-files-prod/ed/picture/qrz8jzg4/915462ee69643429c8a10b2f38dde35d1709c208.jpg"
"1732657981-944","https://www.expat-dakar.com/appartements-a-louer?page=29","Ref_2721_GL Mermoz Appartement à louer
                                3 chambre
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        vendredi, 11:25
                                    
                    1 500 000 F Cfa
                        
                        781385959
                    
                        776313024","https://www.expat-dakar.com/annonce/ref-2721-gl-mermoz-appartement-a-louer-6211896","Ref_2721_GL Mermoz Appartement à louer","3","3","","Mermoz
            
                Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae731e97b30412c44be4a6a784eb9bb2/-/horizon-files-prod/ed/picture/q8v4d9nj/b102696b26fa8cc0e9bd83888114f3c4ef443f67.jpg"
"1732657987-945","https://www.expat-dakar.com/appartements-a-louer?page=29","Appartement F4 à louer à la Cité Mourtada Vdn Foire
                                3 chambre
                                                                                    VDN,
                                                                                Dakar
                                    
                                        vendredi, 12:18
                                    
                    400 000 F Cfa
                        
                        783724705
                    
                        763290733
                    
                        774400096","https://www.expat-dakar.com/annonce/appartement-f4-a-louer-a-la-cite-mourtada-vdn-foire-6211949","Appartement F4 à louer à la Cité Mourtada Vdn Foire","3","4","","VDN
            
                Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a91a5eac195018a8799bf32e76a2d006/-/horizon-files-prod/ed/picture/qngpzjk0/02a2911994160b8d6888e7f00e206a5044ab9135.jpg"
"1732658000-946","https://www.expat-dakar.com/appartements-a-louer?page=28","Studio aux Maristes
                                1 chambre
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        vendredi, 12:27
                                    
                    160 000 F Cfa
                        
                        778727979
                    
                        766377247
                    
                        772699661","https://www.expat-dakar.com/annonce/studio-aux-maristes-6211965","Studio aux Maristes","1","","","Hann maristes
            
                Dakar","160 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dda7bbdd4f4e135962a4ea718009cfbc/-/horizon-files-prod/ed/picture/qzvp6jwv/eba7f2ac95c194a104019d386f7f405ab855bc4c.jpg"
"1732658058-947","https://www.expat-dakar.com/appartements-a-louer?page=28","T4 résidence sécurisée Point E
                                3 chambre
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        vendredi, 14:27
                                    
                    850 000 F Cfa
                        
                        773012250
                    
                        763803286","https://www.expat-dakar.com/annonce/t4-residence-securisee-point-e-6154068","T4 résidence sécurisée Point E","3","3","","Point-e
            
                Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/005adfc096f692e329e6b75ccd8b3b44/-/horizon-files-prod/ed/picture/qv4wdnmk/17d73e5b8a3831c022a484ff2628daa618e71a47.jpg"
"1732658088-948","https://www.expat-dakar.com/appartements-a-louer?page=28","F4 tres lumineux à louer à yoff
                                
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        vendredi, 15:48
                                    
                    600 000 F Cfa
                        
                        778210606","https://www.expat-dakar.com/annonce/f4-tres-lumineux-a-louer-a-yoff-6212122","F4 tres lumineux à louer à yoff","","","","Yoff
            
                Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/26c63384ddbbc73baf9e2afb437bf61b/-/horizon-files-prod/ed/picture/q6xdmv0d/1ff08730192adcb3192fffbfb7b635d40be801f0.jpg"
"1732658096-949","https://www.expat-dakar.com/appartements-a-louer?page=28","Appartement à louer aux Almadies
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        14. oct., 08:41
                                    
                    1 400 000 F Cfa
                        
                        776389812
                    
                        776389811
                    
                        776389813","https://www.expat-dakar.com/annonce/appartement-a-louer-aux-almadies-6101512","Appartement à louer aux Almadies","3","2","","Almadies
            
                Dakar","1 400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed0e8e05d4bf194288f25062e00b35d9/-/horizon-files-prod/ed/picture/qm5g5mnd/084b231ae2d2149ff807dbe59982774912da67c9.jpg"
"1732658104-950","https://www.expat-dakar.com/appartements-a-louer?page=28","Almadies - Appartement à louer - LE PONANT
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        18. sept., 08:57
                                    
                    1 900 000 F Cfa
                        
                        776389812
                    
                        776389811
                    
                        776389813","https://www.expat-dakar.com/annonce/almadies-appartement-a-louer-le-ponant-6113580","Almadies - Appartement à louer - LE PONANT","3","2","","Almadies
            
                Dakar","1 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d6d41d121d57da3da36a3c7e6f004baa/-/horizon-files-prod/ed/picture/qkr85gxm/f7f28fd54408b21df609ac1a64345cd761d26162.jpg"
"1732658118-951","https://www.expat-dakar.com/appartements-a-louer?page=28","Appartement à louer - Fann Résidence Océan Drive
                                3 chambre
                                                                                    Fann,
                                                                                Dakar
                                    
                                        vendredi, 16:28
                                    
                    2 000 000 F Cfa
                        
                        776389812
                    
                        776389811
                    
                        776389813","https://www.expat-dakar.com/annonce/appartement-a-louer-fann-residence-ocean-drive-6110400","Appartement à louer - Fann Résidence Océan Drive","3","2","","Fann
            
                Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b4045e1291f9fe044d1186a06383cb68/-/horizon-files-prod/ed/picture/q6xdxp9z/88d5e0b8ffc37984735a3fe05419d7c4769c5ba2.jpg"
"1732658124-952","https://www.expat-dakar.com/appartements-a-louer?page=28","Appartement F4 à Louer plateau  Vue sur Mer
                                3 chambre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 17:51
                                    
                    600 000 F Cfa
                        
                        783091212
                    
                        776374018
                    
                        776374014","https://www.expat-dakar.com/annonce/appartement-f4-a-louer-plateau-vue-sur-mer-6210416","Appartement F4 à Louer plateau  Vue sur Mer","3","1","","Plateau
            
                Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/241e04ce40d9e6fc0138755d4055bf06/-/horizon-files-prod/ed/picture/qpdm7g8r/c44ac66fa0431a8d4ebf49d9d254d02ad0a30818.jpg"
